PE,AT,V,AP,RH
454.12,20.3,56.53,1020.27,76.49
450.26,18.6,56.85,1012.34,80.24
447.96,19.79,51.19,1008.77,94.72
468.75,11.18,39.61,1018.56,68.0
478.34,10.91,40.1,1014.07,91.45
453.66,18.92,46.93,1009.89,77.98
463.3,14.1,42.18,1015.05,78.25
436.33,24.69,59.92,1010.12,80.58
444.55,23.61,43.77,1011.81,56.08
450.15,27.0,60.96,1012.36,58.97
470.85,15.87,45.0,1021.92,40.0
431.77,30.2,74.34,1004.17,74.77
464.32,14.18,39.3,1020.1,67.48
475.41,11.23,43.67,1012.57,72.1
436.3,32.95,75.08,1005.32,47.7
447.54,24.33,46.93,1013.83,44.59
479.23,9.55,38.08,1019.34,68.38
441.3,27.58,65.27,1013.51,50.43
441.0,25.56,58.82,1010.44,70.23
490.81,5.74,37.8,1021.37,74.47
477.86,8.22,41.82,1032.77,71.63
443.12,23.18,59.04,1011.44,79.28
445.31,26.91,70.02,1010.75,59.48
460.73,16.14,54.3,1017.93,65.68
447.58,20.69,50.78,1008.71,91.95
433.37,24.18,66.48,1003.3,70.99
482.66,2.8,39.64,1011.01,82.96
447.34,25.26,65.61,1014.43,58.35
470.35,10.11,52.75,1021.79,76.08
456.08,17.44,45.01,1013.65,75.13
437.19,25.37,59.14,1017.27,78.07
467.79,9.45,41.92,1029.32,91.09
473.0,10.39,39.69,1003.31,89.6
430.22,26.2,74.67,1016.69,84.38
448.15,22.85,47.43,1008.13,66.36
466.01,12.65,44.03,1007.13,85.23
469.68,15.14,41.93,1020.95,61.26
441.66,28.51,70.02,1010.58,54.68
436.43,22.55,70.79,1006.19,92.56
439.15,24.35,66.49,1012.48,62.12
461.46,12.64,41.79,1016.38,92.65
442.78,24.2,64.33,1011.15,84.23
483.28,7.52,41.66,1015.2,78.41
454.32,21.54,58.12,1015.33,78.67
446.88,23.43,60.32,1015.34,69.34
441.35,23.24,63.76,1010.1,79.16
440.03,24.67,69.14,1006.25,88.51
478.24,6.77,40.78,1024.86,96.58
432.03,31.94,69.98,1013.32,56.17
445.31,20.83,49.02,1009.45,91.92
482.31,8.37,39.99,1010.36,93.26
467.14,13.75,44.47,1029.63,70.74
439.16,30.82,70.36,1006.47,58.79
442.03,25.16,57.17,1009.86,75.7
447.0,22.1,65.48,1019.3,66.96
458.06,18.7,52.72,1024.84,57.72
449.76,19.76,58.79,1017.37,89.09
436.96,28.45,69.23,1013.07,39.46
465.82,13.58,49.83,1008.9,86.8
443.17,20.83,67.32,1011.76,73.11
484.47,5.85,41.55,1001.95,99.41
464.95,16.99,40.89,1011.54,64.51
474.03,10.68,37.92,1009.59,65.05
469.61,14.65,35.4,1016.16,60.26
431.7,26.2,71.14,1007.92,72.95
441.66,32.74,68.31,1010.23,41.29
464.85,15.78,41.16,1008.43,80.25
473.86,12.41,39.28,1017.08,87.02
439.73,25.36,60.07,1015.06,66.11
452.8,20.56,60.08,1017.79,78.08
440.93,24.92,63.86,1019.19,59.24
436.64,31.88,67.32,1013.64,35.1
446.74,24.51,51.86,1014.64,67.57
483.5,8.48,40.05,1015.89,90.25
434.04,27.76,71.97,1008.53,86.97
477.8,12.08,41.39,1019.45,78.3
437.92,23.56,73.18,1012.18,87.98
475.88,11.77,41.06,1021.45,76.63
444.74,21.37,65.94,1010.73,75.09
466.38,14.02,43.34,1016.06,85.8
457.61,17.53,44.9,1020.5,71.1
469.37,14.89,35.71,1015.1,55.11
469.5,14.81,43.7,1015.1,60.72
428.28,28.99,68.24,1008.75,66.57
434.76,30.49,70.32,1011.34,66.33
441.71,21.59,66.54,1004.88,90.54
441.34,24.46,61.9,1013.88,87.16
448.32,21.63,50.16,1005.7,84.84
452.1,21.46,46.63,1012.97,71.29
488.8,5.7,40.35,1012.18,91.57
431.96,27.11,70.04,1009.76,71.25
477.52,9.95,41.82,1033.09,69.44
447.8,18.68,46.0,1002.2,97.17
452.66,18.41,65.94,1010.23,84.71
453.49,19.02,49.25,1019.75,58.29
436.44,26.25,61.02,1011.47,71.22
456.5,18.07,63.31,1016.65,72.81
434.56,26.17,70.47,1010.25,68.96
446.23,23.83,49.21,1012.93,46.79
446.02,21.11,59.39,1013.87,85.29
473.76,13.9,42.86,1030.82,71.89
432.93,26.64,73.56,1004.98,93.31
460.18,21.5,45.38,1013.88,64.28
476.81,11.61,41.17,1019.57,58.82
484.12,6.13,39.48,1005.17,53.5
471.23,12.72,40.6,1013.45,86.16
460.66,17.29,44.63,1019.6,41.98
426.5,31.8,69.05,1000.77,49.82
451.0,19.16,43.43,1012.36,72.59
438.33,23.62,73.67,1007.0,90.8
486.2,7.87,41.17,1020.33,77.77
441.71,25.78,59.15,1013.61,66.68
428.73,29.29,72.58,1007.39,72.85
433.91,29.58,76.2,1008.37,60.73
443.28,24.29,63.57,1010.29,87.3
444.05,25.25,58.46,1015.54,70.76
425.12,31.74,72.58,1007.26,59.58
487.84,7.39,39.85,1011.63,83.61
433.08,28.5,79.74,1006.75,87.09
445.3,29.98,67.22,1014.22,52.69
445.31,22.94,61.5,1008.25,73.45
433.06,25.85,70.36,1005.59,78.23
443.51,21.09,74.93,1015.11,81.93
438.0,27.28,47.93,1003.46,59.22
441.22,23.86,59.21,1013.02,73.6
474.07,13.33,40.64,1020.92,91.47
438.59,23.66,60.37,1006.91,87.13
456.42,16.8,44.9,1009.14,79.78
442.51,22.12,57.19,1007.56,76.5
439.91,24.82,57.19,1007.82,71.46
490.96,11.09,40.43,1025.47,74.97
483.38,7.64,40.81,1026.67,95.24
439.43,27.78,60.07,1014.66,53.74
485.95,6.49,38.68,1017.94,64.81
478.69,10.97,40.6,1015.0,87.59
440.39,25.27,63.91,1009.82,75.48
463.77,14.07,43.34,1015.79,86.0
455.94,18.9,47.83,1005.31,77.79
485.78,4.49,38.44,1015.47,76.96
485.86,5.94,39.9,1007.84,86.33
453.3,21.94,64.15,1021.2,61.75
445.83,21.35,59.04,1012.28,95.71
480.38,7.94,35.77,1017.04,63.22
451.97,23.6,60.08,1017.51,63.02
439.06,29.73,67.25,1017.64,37.79
479.15,10.51,39.04,1023.95,85.35
478.69,8.7,36.24,1013.34,89.5
438.47,29.6,69.82,1010.49,61.66
442.9,24.26,56.57,1013.86,70.35
450.46,20.61,60.1,1010.84,80.57
465.29,14.2,38.62,1017.83,77.57
469.1,8.77,42.49,1010.7,86.78
434.47,27.38,69.4,1004.57,74.12
473.54,12.98,39.64,1013.95,74.39
430.17,32.38,73.91,1004.05,61.69
448.17,19.2,58.71,1009.8,84.62
437.24,27.37,63.73,1009.79,65.25
454.54,18.77,58.66,1010.34,87.25
442.84,21.95,59.43,1010.29,74.67
434.76,26.73,77.95,1012.31,78.35
456.35,16.02,71.14,1019.75,70.42
452.0,18.86,46.48,1007.28,78.47
448.51,21.7,64.44,1014.95,73.33
462.44,20.25,44.78,1007.93,40.16
479.23,11.42,41.38,1021.98,60.19
490.47,6.37,41.03,1022.23,80.36
468.93,14.54,42.99,1009.27,90.88
445.68,24.43,58.05,1011.88,71.39
464.14,15.92,37.64,1014.93,83.73
430.42,27.51,71.29,1009.43,76.92
447.86,23.64,60.95,1014.92,64.91
484.08,9.0,41.54,1018.83,79.61
432.2,28.98,73.42,1011.25,72.9
455.5,18.31,50.9,1011.87,86.83
460.2,15.82,44.2,1018.96,66.73
468.55,14.88,41.66,1009.4,67.15
445.66,27.49,63.78,1015.43,47.45
479.94,10.74,41.46,1016.76,84.59
455.88,18.21,62.26,1011.97,87.28
462.55,17.2,40.55,1000.68,72.67
479.66,8.66,36.25,1028.22,86.96
463.08,20.59,42.04,1009.78,62.77
451.82,22.86,58.96,1014.03,54.96
448.2,23.31,68.63,1014.73,51.57
465.09,16.71,42.99,1007.72,75.35
489.96,4.97,38.91,1018.99,89.86
432.79,31.95,70.8,1008.38,66.26
468.54,13.89,35.71,1016.4,65.49
437.35,26.92,51.43,1012.29,59.33
437.6,23.0,60.37,1005.34,83.73
444.19,25.95,59.27,1010.9,70.42
467.83,14.84,38.91,1013.78,69.27
442.4,22.5,70.94,1008.04,82.39
433.28,31.84,77.95,1014.9,55.35
465.28,19.35,39.39,1013.91,61.53
437.4,24.26,67.69,1008.48,66.74
443.93,21.95,68.08,1012.91,69.36
450.54,16.07,65.46,1013.88,87.11
430.83,30.21,79.74,1006.82,54.03
473.12,13.66,45.0,1021.97,79.04
482.38,9.76,39.16,1014.19,85.4
464.17,15.69,39.3,1019.03,60.57
492.12,5.29,41.38,1020.62,83.83
442.48,26.72,65.61,1014.41,52.01
466.64,12.68,41.4,1021.59,78.57
440.12,29.24,64.33,1011.49,65.08
463.3,19.09,43.14,1012.34,45.75
483.73,5.06,40.64,1021.49,93.7
445.28,26.23,70.72,1009.73,73.44
433.09,27.15,73.9,1007.57,74.42
447.16,23.47,65.61,1014.57,69.83
465.49,19.78,44.71,1015.7,29.43
471.19,13.07,40.83,1010.0,84.84
482.96,8.52,38.5,1013.16,64.06
479.0,10.39,40.96,1023.51,84.73
436.17,30.2,56.9,1006.89,42.69
440.66,23.93,64.05,1013.09,86.02
447.83,21.11,43.43,1010.1,62.62
455.42,16.59,41.79,1006.67,73.9
438.29,30.52,70.4,1003.9,64.33
462.66,15.74,43.71,1024.7,78.38
448.43,21.25,44.05,1005.69,81.87
475.24,12.25,44.58,1016.47,81.15
484.94,6.49,43.65,1020.41,72.78
461.34,14.1,48.92,1011.6,84.39
449.8,24.62,58.66,1011.43,56.61
462.33,16.0,43.34,1013.89,78.39
434.73,28.67,66.25,1007.96,76.36
428.52,29.18,68.24,1010.04,68.04
447.85,26.8,68.31,1011.04,61.48
462.44,16.76,43.67,1011.27,70.55
483.18,9.44,39.82,1013.26,91.55
476.06,11.44,34.03,1018.57,74.06
474.1,13.45,43.14,1015.5,74.33
456.64,16.46,61.27,1020.02,74.54
464.61,12.91,40.73,1017.66,93.66
444.28,18.58,64.45,1009.68,67.57
470.75,13.1,40.03,1017.79,84.48
460.57,13.45,41.16,1022.04,82.96
479.24,10.01,43.7,1015.73,91.97
462.74,17.32,41.67,1013.23,68.07
450.07,21.49,61.27,1019.81,63.21
445.36,23.56,49.16,1003.31,66.98
472.11,11.02,38.28,1013.51,95.66
431.03,33.62,77.17,1009.38,63.71
493.87,4.56,40.27,1011.13,80.24
464.84,14.87,41.76,1022.26,78.21
470.66,10.77,44.78,1012.87,84.16
451.49,21.45,60.08,1017.92,72.7
467.81,13.24,54.3,1017.05,81.99
449.79,22.64,58.66,1011.68,60.97
474.7,11.72,40.55,1020.74,86.22
447.88,26.74,59.87,1012.5,62.88
452.84,12.51,49.83,1008.61,94.27
480.05,9.88,39.66,1017.81,76.05
437.67,25.0,68.14,1005.35,57.13
437.07,25.51,73.56,1006.59,96.63
480.71,11.22,41.93,1023.13,69.35
446.46,21.7,49.02,1008.74,82.8
448.03,19.83,63.94,1019.81,75.05
466.47,12.34,40.62,1016.28,53.6
470.79,10.4,45.01,1018.58,93.48
466.17,13.61,42.34,1017.78,88.84
442.3,25.55,58.95,1017.12,51.84
468.58,13.2,41.78,1010.49,64.96
434.4,25.88,66.48,1004.24,63.16
468.14,14.75,41.16,1009.58,86.96
481.52,7.82,40.72,1022.17,88.13
470.88,11.7,25.36,1008.65,92.11
489.18,6.37,40.81,1025.98,91.0
443.45,23.98,50.32,1008.41,67.75
441.0,24.8,59.87,1018.79,60.79
444.99,23.89,50.16,1004.88,73.94
429.62,27.88,70.79,1005.06,72.5
483.04,7.19,39.4,1011.45,90.65
448.43,24.2,60.95,1014.82,59.42
432.13,33.82,72.29,1008.67,46.95
462.63,14.69,54.3,1018.01,73.4
434.46,24.82,74.87,1010.28,73.54
471.63,12.59,40.03,1018.76,85.4
454.28,19.05,44.06,1017.02,73.76
489.36,5.51,35.57,1026.3,78.97
427.4,33.7,68.27,1007.16,50.41
438.59,26.05,56.85,1012.78,59.09
467.62,14.45,39.58,1012.41,79.0
429.85,30.48,70.04,1010.73,53.7
456.89,19.68,56.65,1020.75,67.25
458.13,21.34,48.06,1014.49,63.23
447.84,23.03,65.12,1016.29,69.8
441.93,24.2,59.07,1009.25,88.25
443.67,24.54,48.06,1013.02,55.18
429.72,32.27,71.85,1008.06,59.28
480.68,7.61,41.26,1009.05,97.32
461.56,13.86,41.58,1020.69,70.74
444.35,24.35,59.21,1018.21,54.46
435.2,29.12,67.32,1014.21,48.8
450.33,18.03,58.86,1015.99,89.03
478.74,10.59,41.54,1019.94,72.52
433.47,27.69,69.98,1008.52,60.93
460.56,15.21,50.88,1014.24,100.11
460.86,16.92,50.9,1013.27,82.97
437.24,26.16,63.76,1010.03,68.77
466.41,13.78,38.47,1015.2,57.8
456.62,17.66,60.08,1017.22,86.96
429.31,30.12,73.18,1012.29,61.32
464.13,17.69,44.34,1019.31,61.12
442.27,23.14,58.95,1017.52,66.25
467.97,13.98,39.18,1009.61,89.12
435.38,24.41,69.48,1008.34,76.13
459.66,14.38,44.78,1010.8,66.58
439.91,22.75,70.94,1008.03,81.95
443.9,26.94,65.61,1014.31,49.73
453.9,18.8,47.83,1005.86,76.77
445.01,24.45,65.12,1015.92,57.19
434.08,23.77,69.13,1011.05,89.41
448.58,24.62,68.31,1010.45,75.18
446.7,18.85,67.32,1012.91,82.37
442.63,21.94,56.85,1011.01,77.72
444.77,25.61,58.86,1013.9,54.9
453.2,18.97,43.43,1012.72,75.69
444.82,23.46,51.19,1009.6,73.22
443.44,21.04,74.87,1009.09,88.25
489.0,4.23,38.44,1016.46,76.64
438.39,24.42,63.31,1012.64,71.8
440.64,23.1,59.43,1007.36,85.96
441.33,24.98,58.98,1010.34,78.56
438.93,32.96,73.03,1013.56,54.03
442.35,22.1,71.29,1008.2,75.38
427.56,32.27,71.85,1007.88,56.01
465.14,12.36,52.75,1026.04,68.71
471.61,13.11,41.44,1015.55,74.45
468.36,13.18,52.72,1024.67,75.96
492.26,8.03,40.67,1020.13,70.87
462.28,15.49,39.0,1016.01,71.31
429.5,30.02,68.24,1009.8,65.73
470.03,14.73,40.35,1011.15,65.2
479.09,4.78,42.85,1013.07,94.72
426.52,30.3,71.98,1004.4,55.6
477.38,9.63,40.27,1009.96,81.03
477.22,13.24,39.85,1012.64,59.99
448.02,22.93,63.13,1011.6,77.09
457.77,14.55,42.74,1027.29,66.64
443.94,26.42,59.27,1012.9,65.38
464.63,18.88,43.69,1016.77,46.88
436.29,24.47,70.94,1008.07,81.55
470.41,14.81,42.03,1017.43,72.54
467.69,12.8,42.18,1016.27,83.9
480.05,9.72,39.66,1018.31,76.07
454.37,17.74,44.2,1018.87,58.59
430.88,29.65,71.25,1001.07,73.97
453.03,22.19,62.96,1019.54,67.96
440.27,29.79,62.66,1008.5,48.51
434.47,27.13,69.45,1013.9,51.16
435.88,24.62,70.47,1010.55,72.71
432.73,28.65,68.27,1006.96,52.78
435.72,31.86,69.59,1008.61,59.74
442.43,27.56,63.9,1013.23,45.97
469.75,12.29,40.71,1019.71,83.09
481.58,8.84,42.49,1010.28,89.09
435.84,30.62,64.69,1006.23,52.06
492.06,3.99,39.64,1011.53,83.58
446.54,23.38,58.82,1012.27,77.87
431.81,27.46,66.54,1002.39,67.09
436.32,29.22,60.23,1009.73,61.5
447.1,22.22,48.98,1015.87,53.18
487.33,6.8,39.37,1020.24,73.29
494.24,4.49,40.27,1012.01,76.5
444.69,22.53,74.87,1009.91,93.21
440.74,23.63,60.37,1005.0,81.66
476.92,10.06,39.61,1020.87,74.01
478.37,11.09,42.44,1014.18,92.81
484.45,7.64,38.18,1017.65,78.51
427.25,33.95,68.14,1002.33,48.98
429.31,32.38,69.05,1000.76,45.85
477.01,9.42,41.4,1029.99,88.41
448.37,25.92,60.32,1016.05,52.51
451.23,18.5,52.08,1006.23,100.09
463.46,13.12,48.04,1011.93,100.07
430.56,34.33,69.05,1000.89,37.9
438.84,29.29,70.02,1010.13,46.93
456.11,16.4,44.9,1009.22,82.31
450.57,21.44,62.96,1020.27,79.85
476.0,11.45,41.17,1017.98,84.64
464.51,14.62,44.84,1023.41,85.17
435.69,29.29,57.19,1008.3,60.11
477.49,10.16,40.8,1028.13,86.39
445.61,25.45,69.59,1008.51,83.17
432.2,31.98,73.42,1010.66,60.06
433.25,25.93,66.56,1004.97,76.35
433.76,32.51,71.22,1005.62,47.6
469.9,11.38,52.75,1026.19,72.71
478.58,10.39,40.22,1009.77,83.27
467.42,13.6,41.2,1015.92,85.05
444.42,30.11,62.04,1010.69,47.96
435.5,33.24,74.34,1002.58,45.05
435.84,25.59,62.39,1006.37,74.06
445.36,24.33,60.32,1015.49,59.95
436.76,28.92,61.02,1011.19,56.13
457.3,15.62,58.59,1013.91,97.6
483.26,7.49,36.08,1020.27,85.69
468.8,18.33,44.34,1019.55,51.69
445.71,21.38,44.05,1005.69,81.66
436.22,24.13,73.18,1012.62,91.52
484.0,9.53,40.23,1017.74,89.05
483.38,8.83,41.92,1031.8,78.97
451.78,26.37,54.5,1014.48,66.31
467.96,15.04,41.35,1004.29,99.1
447.7,25.13,51.95,1005.42,62.05
444.73,22.26,69.04,1010.48,84.33
436.16,31.07,70.32,1011.74,65.91
430.69,30.74,79.05,1005.78,73.19
467.06,13.08,43.14,1019.39,99.74
431.69,26.18,69.84,1005.13,72.89
469.75,14.22,40.83,1009.2,81.32
477.23,10.95,40.22,1010.04,78.96
432.66,30.62,66.75,1017.68,53.68
429.48,26.96,73.68,1013.81,84.77
448.82,23.25,63.78,1016.01,72.01
487.17,8.0,34.03,1018.98,78.67
466.49,12.66,41.2,1015.88,89.12
437.65,23.04,74.99,1005.44,92.86
434.88,31.41,74.16,1011.1,57.05
431.18,29.51,75.6,1017.92,50.61
447.31,21.96,58.79,1012.1,88.74
436.89,26.45,75.6,1017.42,74.5
464.35,12.79,44.03,1007.46,95.93
466.36,14.63,41.23,998.96,86.4
463.61,14.74,42.77,1017.71,76.59
441.92,23.56,66.49,1012.21,53.86
458.5,17.34,44.06,1015.84,74.88
472.17,13.26,45.51,1015.99,69.82
451.89,19.46,60.07,1014.81,66.61
433.13,29.96,67.83,1008.0,44.05
445.8,21.38,60.84,1017.94,82.83
457.16,19.48,39.72,1001.75,55.41
472.95,12.99,41.93,1020.25,74.64
434.65,25.79,75.6,1017.46,75.63
475.51,11.46,39.3,1019.53,76.86
434.26,26.38,71.58,1011.02,80.9
488.5,5.23,35.57,1026.23,79.38
465.01,15.36,41.35,1002.4,91.67
475.42,9.19,40.62,1017.78,68.91
493.9,5.89,40.07,1018.99,63.13
427.62,34.29,68.51,1009.58,32.25
452.84,19.21,60.07,1014.94,70.02
465.39,14.02,40.66,1017.05,84.14
432.46,29.12,67.83,1008.05,46.86
488.69,2.58,39.42,1028.68,69.03
463.36,12.61,41.58,1020.17,85.18
455.51,20.48,60.29,1017.16,72.1
482.96,7.3,43.65,1019.33,67.62
444.02,22.7,66.44,1011.19,68.36
441.51,29.78,65.74,1012.13,44.96
463.7,15.3,43.34,1013.23,82.73
478.05,10.39,44.85,1014.22,78.42
466.08,13.1,49.83,1007.29,92.79
445.56,24.92,48.92,1010.11,36.53
479.16,10.89,44.2,1018.3,86.32
487.45,6.81,38.56,1016.5,70.99
442.65,23.63,71.29,1008.01,70.07
430.12,32.39,79.74,1006.92,58.58
454.2,20.64,49.21,1014.86,58.47
435.56,26.89,70.32,1012.39,87.17
455.42,19.02,50.66,1013.04,85.25
446.2,20.78,58.86,1016.02,77.29
479.94,8.72,36.25,1029.31,85.73
460.07,22.45,41.54,1012.69,70.89
443.09,24.2,50.78,1008.74,59.32
478.21,10.8,40.22,1011.25,84.57
438.19,31.48,69.75,1008.9,45.66
458.41,19.09,66.51,1015.11,76.38
446.02,24.38,63.91,1009.53,79.11
452.11,19.46,46.33,1013.77,89.62
428.8,26.63,73.68,1015.15,85.13
474.16,10.26,39.13,1010.94,87.78
430.82,31.01,71.37,1003.4,55.06
492.46,3.95,38.44,1016.75,79.65
434.7,25.99,74.67,1016.59,83.39
462.78,18.25,43.14,1011.51,55.16
462.6,14.46,53.82,1016.55,68.11
439.34,29.09,70.98,1007.86,80.35
469.18,12.53,42.03,1017.57,81.57
446.42,20.35,67.71,1005.85,63.97
492.12,5.82,41.38,1021.06,86.91
466.75,10.52,41.01,1020.35,93.58
465.89,14.1,41.04,1026.11,74.25
442.65,21.98,55.97,1009.12,89.51
444.38,23.6,65.48,1017.44,61.26
445.11,26.53,63.87,1017.38,48.53
438.43,28.22,51.43,1006.06,63.72
435.34,26.13,73.21,1002.12,92.02
488.05,4.11,38.44,1015.9,81.79
429.18,30.75,73.5,1011.02,54.76
468.86,13.27,42.28,1008.3,86.2
472.88,11.91,43.22,1008.75,76.57
449.48,18.24,59.15,1012.0,84.4
435.94,30.01,62.34,1005.28,62.34
466.83,11.41,40.62,1015.56,57.62
472.43,14.39,40.35,1011.33,64.86
448.58,20.75,60.77,1017.91,86.06
473.55,11.36,38.25,1013.22,86.16
441.0,27.94,63.07,1010.75,38.57
475.14,11.28,40.55,1006.23,97.78
434.12,14.69,49.64,1023.43,78.17
443.06,24.23,59.04,1011.91,71.79
474.03,9.44,41.79,1020.16,72.26
448.21,21.83,57.85,1012.49,75.16
470.28,14.79,38.73,999.83,86.45
441.17,23.29,68.51,1013.19,77.81
452.89,21.75,65.12,1015.53,66.0
460.67,17.33,53.16,1013.16,82.93
457.28,17.53,50.66,1012.74,91.51
453.86,22.61,54.42,1014.74,75.87
471.82,13.34,40.83,1008.09,85.85
469.4,15.85,49.69,1015.33,89.24
468.01,12.43,43.22,1008.93,77.42
453.62,20.34,46.63,1013.16,79.08
466.88,14.52,44.84,1023.51,88.51
436.38,31.92,75.33,1001.81,61.97
440.15,22.89,73.11,1006.66,73.11
448.98,20.84,51.19,1008.63,84.11
450.72,18.81,52.08,1005.77,98.86
432.39,28.95,66.75,1018.22,60.48
449.57,16.82,47.45,1010.19,88.48
476.87,11.2,41.38,1021.65,61.89
484.86,9.13,39.16,1014.14,86.17
456.33,15.24,45.87,1009.46,85.95
486.79,5.68,40.35,1012.11,92.86
436.72,30.32,64.69,1006.35,51.36
463.99,17.89,44.6,1014.48,42.51
430.98,33.38,71.06,1008.1,64.83
443.73,26.19,65.61,1014.51,54.52
474.11,12.59,44.34,1017.01,85.57
465.93,17.62,43.69,1016.49,67.92
451.44,22.06,64.15,1021.07,68.66
471.42,18.28,45.0,1022.47,43.03
457.89,16.62,52.05,1011.96,67.81
442.43,22.83,65.18,1012.24,79.74
463.51,12.04,40.78,1025.21,85.97
448.28,19.51,50.16,1010.33,94.37
431.77,24.65,71.98,1006.46,91.11
463.5,16.14,44.63,1019.44,47.85
455.09,19.27,50.9,1011.72,83.14
483.72,6.5,38.68,1017.8,62.9
480.58,6.43,39.61,1017.51,83.8
444.66,23.46,57.85,1012.7,65.54
487.58,5.68,40.77,1022.49,90.6
454.54,20.12,56.53,1020.34,75.59
437.58,27.75,66.54,1010.21,46.37
467.21,14.32,45.08,1023.24,84.53
437.13,28.29,47.93,1002.6,53.23
461.68,15.08,42.77,1018.43,73.19
476.31,10.98,41.39,1017.54,85.31
431.26,31.85,73.91,1003.6,60.22
456.61,19.54,50.66,1014.7,84.53
439.29,23.17,62.39,1008.04,89.42
452.45,20.28,62.52,1017.89,75.67
469.17,10.08,41.16,1023.14,96.03
444.88,28.5,74.87,1009.67,53.78
459.19,15.16,40.73,1017.7,86.37
434.95,28.02,68.08,1013.44,44.46
447.41,25.38,65.34,1012.87,62.49
431.33,27.55,64.96,999.73,57.34
481.36,6.45,40.02,1032.08,79.7
466.58,14.43,43.5,1021.86,83.14
470.98,14.22,39.39,1014.16,80.22
477.61,12.1,40.27,1005.53,68.37
480.47,9.83,38.56,1017.35,62.8
428.69,32.0,73.17,1009.94,40.48
470.32,11.83,45.09,1013.11,88.52
444.78,29.92,67.22,1014.09,50.62
476.15,7.22,41.01,1025.19,97.27
468.9,13.07,38.47,1015.16,57.26
478.73,10.08,43.14,1010.67,85.9
433.71,23.89,70.04,1011.16,84.9
451.13,18.88,44.06,1013.81,68.54
446.33,20.68,68.61,1011.2,84.81
473.2,13.99,36.71,1013.43,83.13
486.81,7.4,41.03,1022.09,74.83
475.49,11.77,40.0,1021.08,85.08
447.21,22.64,63.73,1013.88,84.22
454.85,18.13,66.86,1012.9,78.84
439.12,23.18,72.99,1009.01,90.09
432.53,29.45,68.24,1007.45,32.81
479.7,10.2,41.17,1019.56,82.46
439.54,26.57,48.06,1013.23,40.24
444.99,22.78,49.16,1002.29,64.28
443.91,25.59,61.08,1013.19,77.28
459.45,18.66,56.53,1020.13,80.04
432.68,24.66,69.94,1006.56,60.91
439.06,21.9,66.54,1004.76,89.99
471.19,12.12,38.28,1013.65,90.19
468.61,14.95,42.99,1008.75,90.76
455.25,19.31,52.72,1024.93,53.93
432.44,30.93,73.42,1010.98,56.42
447.76,26.27,62.91,1011.97,48.06
454.89,19.46,66.86,1012.74,66.2
461.21,15.56,40.12,1013.72,89.78
476.09,8.99,41.26,1020.52,91.96
444.76,22.16,58.82,1009.61,87.16
441.61,24.43,59.87,1019.08,60.57
452.3,20.78,62.52,1017.58,73.3
432.45,29.51,76.09,1007.39,71.5
476.44,12.4,40.35,1011.46,79.49
431.5,28.92,72.43,1007.03,66.14
475.03,13.03,42.86,1014.39,86.25
436.12,28.73,73.91,1004.91,70.17
431.26,26.43,77.17,1008.67,92.59
457.01,17.61,56.53,1019.5,82.3
449.99,21.79,46.21,1012.89,72.0
486.41,5.11,42.07,1004.28,81.8
472.69,12.85,40.35,1011.29,81.27
443.55,25.03,47.93,1003.02,62.89
436.51,25.35,66.56,1008.75,66.88
440.67,28.95,73.4,1011.33,55.14
446.01,19.72,51.19,1008.51,95.28
426.13,30.03,67.9,1006.22,52.61
479.03,8.7,39.72,1020.0,78.75
460.51,14.94,42.77,1018.06,75.35
481.58,7.07,37.49,1010.35,87.19
462.41,21.12,47.24,1003.79,70.55
484.21,8.6,42.28,1008.58,80.15
476.99,10.33,44.92,1025.34,85.67
458.42,16.79,49.25,1021.21,68.8
453.39,16.16,41.79,1007.53,76.21
445.4,22.52,64.27,1014.34,82.77
450.62,22.11,59.8,1016.86,70.14
464.7,14.11,45.08,1023.27,83.22
447.83,24.97,68.61,1011.08,58.94
451.8,19.22,62.1,1019.43,79.19
470.66,13.72,44.47,1027.2,68.89
433.99,24.58,71.94,1006.85,89.02
480.98,9.16,42.44,1014.43,93.67
453.96,20.92,57.76,1017.22,75.86
438.46,26.7,70.32,1011.04,86.41
479.53,9.04,44.68,1023.14,90.73
480.74,10.16,39.3,1019.71,81.21
489.78,3.85,35.47,1016.78,85.31
448.76,22.7,64.05,1012.65,89.69
433.3,28.54,69.59,1008.84,78.62
427.31,31.54,72.58,1007.61,65.57
473.3,10.48,36.71,1023.18,81.37
465.52,16.77,42.28,1007.53,73.19
450.67,17.84,52.08,1006.65,100.09
446.86,21.76,60.27,1018.96,85.06
474.76,12.24,40.96,1023.52,81.09
453.8,13.25,49.83,1008.76,88.21
459.26,17.28,44.92,1024.39,76.08
431.48,34.96,68.94,1006.17,59.26
434.43,28.51,74.78,1009.84,59.06
430.58,32.29,64.96,1002.13,42.61
463.82,15.6,44.68,1018.35,85.91
438.73,26.91,71.64,1004.59,83.54
437.88,23.55,73.18,1011.85,87.97
464.24,15.49,54.3,1017.59,71.26
453.58,19.68,62.96,1020.41,82.26
436.41,24.87,60.37,1005.48,76.21
437.93,24.73,69.05,1003.25,66.44
471.92,11.31,39.61,1018.74,68.9
463.09,15.24,37.87,1020.52,84.49
438.29,23.16,57.69,1007.91,84.7
467.66,14.81,40.71,1018.54,73.0
459.84,13.97,41.16,1020.88,74.88
442.21,23.25,71.29,1008.05,71.36
444.5,22.47,59.43,1006.02,85.21
462.58,16.38,45.64,1020.47,89.28
